Date,Mean,Median,P90,P95,Max,day_of_year_y,threshold_15,threshold_31,month_num,day_num,month_name,Mean>threshold_31,Median>threshold_31,P90>threshold_31,P95>threshold_31,Max>threshold_31,heat_wave
2010-12-03,-0.36376953,1.2381683349609602,5.0146972656250455,5.1818099975586165,7.3612976,337,10.236569213867256,10.702905273437523,12,3,December,No,No,No,No,No,nella norma
2010-12-04,-1.4781494,0.5925689697265852,4.3833770751953125,4.747796630859398,7.200836,338,10.002954101562523,10.542626953125023,12,4,December,No,No,No,No,No,nella norma
2010-12-05,-1.6022949,0.35065612792971024,2.7458740234375227,3.1118621826171875,5.455536,339,9.813134765625023,10.381524658203148,12,5,December,No,No,No,No,No,nella norma
2010-12-06,-0.4008789,0.14762268066408524,3.3502960205078125,3.781347656250034,7.259674,340,9.608911132812523,10.207238769531273,12,6,December,No,No,No,No,No,nella norma
2010-12-07,2.6381226,2.8781982421875227,5.4860076904296875,6.623953247070347,10.727966,341,9.438745117187523,10.066156005859398,12,7,December,No,No,No,No,Yes,1 giorno
2010-12-08,3.946991,4.730203247070335,6.892999267578148,7.527192687988304,12.336212,342,9.275231933593716,9.940301513671898,12,8,December,No,No,No,No,Yes,2 giorno
2010-12-09,3.0626526,6.611871337890648,10.121920776367233,10.621664428710972,12.669922,343,9.177148437500023,9.799310302734398,12,9,December,No,No,Yes,Yes,Yes,3 giorno
2010-12-10,-1.4519348,1.1686645507812727,2.92279052734375,3.439334106445358,7.2385864,344,9.097009277343716,9.630761718750023,12,10,December,No,No,No,No,No,nella norma
2010-12-11,0.8926697,1.6242767333984602,3.5766448974609375,4.831962585449219,9.7638855,345,9.043267822265648,9.473291015625023,12,11,December,No,No,No,No,Yes,1 giorno
2010-12-12,-0.5682678,0.9563995361328352,4.238198852539085,5.214111328125,9.954315,346,8.960321044921898,9.330682373046898,12,12,December,No,No,No,No,Yes,2 giorno
2010-12-13,-1.9023743,1.3579650878906477,3.3674743652343864,4.081031799316406,7.503174,347,8.836663818359398,9.199884033203148,12,13,December,No,No,No,No,No,nella norma
2010-12-14,-4.8266296,-1.0160583496093523,0.1261749267578125,0.2488876342773665,2.980774,348,8.704980468750023,9.080163574218773,12,14,December,No,No,No,No,No,nella norma
2010-12-15,-5.486511,-1.9080261230468523,-0.4282318115234034,0.04285583496096024,3.6499329,349,8.703240966796898,8.977227783203148,12,15,December,No,No,No,No,No,nella norma
2010-12-16,-6.2537537,-2.8965057373046648,-1.4337493896484261,-1.2150024414062273,2.091919,350,8.687860107421898,8.884698486328148,12,16,December,No,No,No,No,No,nella norma
2010-12-17,-6.149597,-4.23863830566404,-2.2111022949218295,-1.81658935546875,0.74450684,351,8.664971923828148,8.826928710937523,12,17,December,No,No,No,No,No,nella norma
2010-12-18,-5.2824097,-2.0267089843749773,-0.6615386962890284,-0.173338317871071,4.0005493,352,8.608758544921898,8.786584472656273,12,18,December,No,No,No,No,No,nella norma
2010-12-19,-4.396637,-2.2789672851562273,-0.6501525878906023,-0.25867004394530113,3.607544,353,8.576196289062523,8.753778076171898,12,19,December,No,No,No,No,No,nella norma
2010-12-20,-1.5437622,-0.38999023437497726,0.5235992431640852,0.894654846191429,5.3052063,354,8.524865722656273,8.693048095703148,12,20,December,No,No,No,No,No,nella norma
2010-12-21,-0.65496826,0.43460998535158524,2.038787841796875,2.4043167114257926,6.3497314,355,8.481225585937523,8.625482177734398,12,21,December,No,No,No,No,No,nella norma
2010-12-22,1.3267212,1.2545104980468977,4.446545410156261,5.757055664062534,9.918854,356,8.497705078125023,8.559106445312523,12,22,December,No,No,No,No,Yes,1 giorno
2010-12-23,4.041748,3.6406036376953352,9.67139587402346,10.372096252441452,13.761688,357,8.475305175781273,8.520745849609398,12,23,December,No,No,Yes,Yes,Yes,2 giorno
2010-12-24,4.7132263,6.025796508789085,8.155422973632824,8.773106384277355,12.59079,358,8.443780517578148,8.482598876953148,12,24,December,No,No,No,Yes,Yes,3 giorno
2010-12-25,1.9294739,4.397195434570335,7.9071044921875,8.395555114746116,10.47644,359,8.418511962890648,8.452783203125023,12,25,December,No,No,No,No,Yes,4 giorno
2010-12-26,-2.3815002,0.41924438476564774,3.5027374267578466,4.238140869140636,7.1293945,360,8.384790039062523,8.419519042968773,12,26,December,No,No,No,No,No,nella norma
2010-12-27,-3.7884216,-0.9333404541015398,1.0722778320312614,1.2243469238281364,3.719452,361,8.331201171875023,8.414971923828148,12,27,December,No,No,No,No,No,nella norma
2010-12-28,-2.1369934,-0.5810150146484148,0.3613769531250455,0.5533966064453466,3.953003,362,8.322137451171898,8.396600341796898,12,28,December,No,No,No,No,No,nella norma
2010-12-29,-0.71157837,0.12667236328127274,1.1282836914062955,1.4921463012695426,4.953644,363,8.339685058593716,8.389428710937523,12,29,December,No,No,No,No,No,nella norma
2010-12-30,0.21975708,0.8933349609375227,2.3363464355468864,2.7565460205078125,5.427063,364,8.226342773437523,8.410638427734398,12,30,December,No,No,No,No,No,nella norma
2010-12-31,-0.043060303,0.9161926269531477,1.8168243408203466,2.1606903076171875,6.1781616,365,8.096063232421898,8.419580078125023,12,31,December,No,No,No,No,No,nella norma
